Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2019,201901,Exports,United Kingdom,Malta,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1800
2019,201901,Exports,United Kingdom,Ghana,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1812974
2019,201901,Exports,United Kingdom,Italy,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,581118
2019,201901,Exports,United Kingdom,United Arab Emirates,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,288313
2019,201901,Exports,United Kingdom,Jordan,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,56705
2019,201901,Exports,United Kingdom,Singapore,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,88223
2019,201901,Exports,United Kingdom,Viet Nam,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,128883
2019,201901,Exports,United Kingdom,Greece,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,14533
2019,201901,Exports,United Kingdom,China,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,7082502
2019,201901,Exports,United Kingdom,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,207649
2019,201901,Exports,United Kingdom,Australia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,294260
2019,201901,Exports,United Kingdom,Portugal,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4994
2019,201901,Exports,United Kingdom,Lebanon,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,331844
2019,201901,Exports,United Kingdom,Cyprus,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3761
2019,201907,Imports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,321650
2019,201907,Exports,United Kingdom,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2214817
2019,201903,Exports,United Kingdom,Saudi Arabia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3435
2019,201903,Exports,United Kingdom,"China, Hong Kong SAR",Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,695012
2019,201907,Exports,United Kingdom,Saudi Arabia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,7916
2019,201903,Exports,United Kingdom,Iceland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2205
2019,201907,Imports,United Kingdom,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,507172
2019,201903,Imports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,505665
2019,201907,Exports,United Kingdom,United States of America,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,105310
2019,201903,Imports,United Kingdom,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,11690115
2019,201903,Exports,United Kingdom,Japan,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2866
2019,201907,Exports,United Kingdom,Singapore,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,73246
2019,201907,Exports,United Kingdom,Switzerland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,7283
2019,201905,Exports,United Kingdom,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,11810
2019,201903,Imports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,889395
2019,201911,Exports,United Kingdom,United States of America,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,91023
2019,201907,Exports,United Kingdom,Japan,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,44869
2019,201907,Exports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,4898
2019,201907,Exports,United Kingdom,Austria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2786
2019,201903,Imports,United Kingdom,Lithuania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,12341
2019,201902,Exports,United Kingdom,Slovenia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,31
2019,201907,Exports,United Kingdom,"Other Asia, nes",Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5851
2019,201903,Imports,United Kingdom,Luxembourg,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2598
2019,201903,Exports,United Kingdom,Rep. of Korea,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,67064
2019,201912,Imports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,630197
2019,201912,Imports,United Kingdom,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,4000055
2019,201912,Imports,United Kingdom,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,138595
2019,201912,Imports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,425118
2019,201912,Imports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,635241
2019,201912,Imports,United Kingdom,Greece,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,7939
2019,201912,Imports,United Kingdom,Bulgaria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,213024
2019,201912,Imports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,392222
2019,201912,Imports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3700
2019,201912,Imports,United Kingdom,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,466
2019,201912,Imports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,44281
2019,201912,Imports,United Kingdom,Slovakia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,23525
2019,201912,Imports,United Kingdom,Lithuania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,8863
2019,201912,Imports,United Kingdom,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,11685
2019,201912,Imports,United Kingdom,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,228331
2019,201912,Imports,United Kingdom,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3
2019,201905,Imports,United Kingdom,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1198
2019,201905,Imports,United Kingdom,Luxembourg,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2279
2019,201905,Imports,United Kingdom,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,13938776
2019,201905,Imports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,510619
2019,201905,Imports,United Kingdom,Lithuania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,11132
2019,201905,Imports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,11593
2019,201905,Imports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,210846
2019,201905,Imports,United Kingdom,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,95250
2019,201905,Imports,United Kingdom,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,481398
2019,201905,Imports,United Kingdom,Slovakia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,46465
2019,201905,Imports,United Kingdom,Austria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,19597
2019,201905,Imports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,423437
2019,201905,Imports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1541283
2019,201905,Imports,United Kingdom,Bulgaria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,360998
2019,201905,Imports,United Kingdom,Denmark,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1500575
2019,201905,Imports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,57451
2019,201905,Imports,United Kingdom,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,338
2019,201905,Imports,United Kingdom,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,32532
2019,201907,Exports,United Kingdom,Denmark,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,205227
2019,201907,Exports,United Kingdom,Rep. of Korea,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,48973
2019,201901,Exports,United Kingdom,Sweden,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,691
2019,201901,Exports,United Kingdom,Angola,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,94407
2019,201901,Exports,United Kingdom,Austria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,255
2019,201901,Exports,United Kingdom,Togo,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,99691
2019,201901,Exports,United Kingdom,Bermuda,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3557
2019,201901,Exports,United Kingdom,Estonia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,9
2019,201909,Exports,United Kingdom,Italy,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,543590
2019,201908,Exports,United Kingdom,Germany,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,582449
2019,201903,Exports,United Kingdom,Pakistan,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,718331
2019,201903,Exports,United Kingdom,United States of America,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2211
2019,201903,Exports,United Kingdom,Mexico,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1853969
2019,201903,Exports,United Kingdom,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,217750
2019,201905,Exports,United Kingdom,Turkey,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,8466
2019,201905,Exports,United Kingdom,Brunei Darussalam,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2355
2019,201905,Exports,United Kingdom,Mexico,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3195344
2019,201905,Exports,United Kingdom,Singapore,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,617764
2019,201905,Exports,United Kingdom,Finland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,41
2019,201905,Exports,United Kingdom,Slovenia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,69
2019,201905,Exports,United Kingdom,Egypt,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1629513
2019,201905,Exports,United Kingdom,Congo,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,274420
2019,201905,Exports,United Kingdom,Saudi Arabia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,109234
2019,201905,Exports,United Kingdom,Algeria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,101497
2019,201905,Exports,United Kingdom,Greece,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,184281
2019,201905,Exports,United Kingdom,Nigeria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,62422
2019,201905,Exports,United Kingdom,Bermuda,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3852
2019,201905,Exports,United Kingdom,Indonesia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,152046
2019,201905,Exports,United Kingdom,Iceland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1481
2019,201905,Exports,United Kingdom,Sweden,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,7338
2019,201905,Exports,United Kingdom,"China, Hong Kong SAR",Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,371918
2019,201905,Exports,United Kingdom,Falkland Isds (Malvinas),Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,3150
2019,201905,Exports,United Kingdom,Lithuania,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,99726
2019,201905,Exports,United Kingdom,China,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,6339620
2019,201905,Exports,United Kingdom,Belgium,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,288649
2019,201905,Exports,United Kingdom,Austria,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,113045
2019,201905,Exports,United Kingdom,Malta,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,10459
2019,201905,Exports,United Kingdom,Poland,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,721619
2019,201905,Exports,United Kingdom,Trinidad and Tobago,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,87830
2019,201905,Exports,United Kingdom,Romania,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,4051
2019,201905,Exports,United Kingdom,Japan,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,20973
2019,201905,Exports,United Kingdom,Hungary,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,18429
2019,201905,Exports,United Kingdom,Lebanon,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,275569
2019,201905,Exports,United Kingdom,Guinea,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,398313
2019,201905,Exports,United Kingdom,Burkina Faso,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,868076
2019,201903,Exports,United Kingdom,Latvia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,34934
2019,201903,Imports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,6153
2019,201906,Exports,United Kingdom,United States of America,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,30543
2019,201906,Exports,United Kingdom,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,4114923
2019,201906,Exports,United Kingdom,Switzerland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3306
2019,201907,Imports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5858
2019,201903,Imports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,41244
2019,201907,Exports,United Kingdom,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,40
2019,201907,Exports,United Kingdom,Latvia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,24047
2019,201907,Imports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,65807
2019,201906,Imports,United Kingdom,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1353072
2019,201909,Imports,United Kingdom,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,537637
2019,201903,Exports,United Kingdom,Slovakia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,16
2019,201907,Exports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,62746
2019,201910,Exports,United Kingdom,Viet Nam,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,13920
2019,201910,Exports,United Kingdom,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,14905
2019,201910,Exports,United Kingdom,Philippines,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,21270
2019,201910,Exports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,4288
2019,201903,Exports,United Kingdom,Slovenia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1
2019,201905,Exports,United Kingdom,Sri Lanka,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1036589
2019,201905,Exports,United Kingdom,Côte d'Ivoire,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1172570
2019,201905,Exports,United Kingdom,Luxembourg,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,42
2019,201905,Exports,United Kingdom,Czech Rep.,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2310
2019,201905,Exports,United Kingdom,Pakistan,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,334783
2019,201905,Exports,United Kingdom,Kuwait,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,18990
2019,201905,Exports,United Kingdom,Thailand,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,103230
2019,201905,Exports,United Kingdom,Israel,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2577
2019,201905,Exports,United Kingdom,Angola,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,414776
2019,201905,Exports,United Kingdom,Croatia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,23
2019,201905,Exports,United Kingdom,Viet Nam,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,41709
2019,201905,Exports,United Kingdom,Malaysia,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2919
2019,201905,Exports,United Kingdom,United Arab Emirates,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,130911
2019,201905,Exports,United Kingdom,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,307301
2019,201905,Exports,United Kingdom,Cyprus,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2697
2019,201907,Imports,United Kingdom,Spain,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,802455
2019,201910,Imports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2207303
2019,201911,Imports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,1903911
2019,201909,Imports,United Kingdom,France,Milk and cream; concentrated or containing added sugar or other sweetening matter,0402,2552027
2019,201908,Exports,United Kingdom,France,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1039133
2019,201908,Exports,United Kingdom,United States of America,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,110338
2019,201906,Imports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3301
2019,201906,Imports,United Kingdom,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,8662925
2019,201906,Imports,United Kingdom,Bulgaria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,206682
2019,201906,Imports,United Kingdom,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,447213
2019,201906,Imports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,376344
2019,201906,Imports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,304345
2019,201906,Imports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,262462
2019,201906,Imports,United Kingdom,Austria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,78660
2019,201906,Imports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,69513
2019,201906,Imports,United Kingdom,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,205
2019,201906,Imports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,494675
2019,201906,Imports,United Kingdom,Lithuania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,9898
2019,201906,Imports,United Kingdom,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,109673
2019,201906,Imports,United Kingdom,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,12105
2019,201906,Imports,United Kingdom,Denmark,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,65784
2019,201906,Imports,United Kingdom,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,898
2019,201907,Exports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1040673
2019,201903,Exports,United Kingdom,South Africa,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,10112
2019,201907,Exports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,91636
2019,201906,Exports,United Kingdom,Ireland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,26390074
2019,201912,Exports,United Kingdom,Sweden,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,43
2019,201912,Exports,United Kingdom,Malta,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,8455
2019,201912,Exports,United Kingdom,Latvia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,24345
2019,201912,Exports,United Kingdom,Germany,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1562414
2019,201912,Exports,United Kingdom,Finland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,17
2019,201912,Exports,United Kingdom,Singapore,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1668
2019,201912,Exports,United Kingdom,Grenada,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1394
2019,201912,Exports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,795610
2019,201912,Exports,United Kingdom,Sri Lanka,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,24937
2019,201912,Exports,United Kingdom,Saudi Arabia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,8614
2019,201912,Exports,United Kingdom,Kuwait,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2725
2019,201912,Exports,United Kingdom,Cyprus,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,19478
2019,201912,Exports,United Kingdom,Japan,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,7198
2019,201912,Exports,United Kingdom,New Zealand,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,8030
2019,201912,Exports,United Kingdom,Bulgaria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,43
2019,201912,Exports,United Kingdom,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,164
2019,201912,Exports,United Kingdom,China,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,424202
2019,201912,Exports,United Kingdom,Viet Nam,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,21573
2019,201912,Exports,United Kingdom,Malaysia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,10948
2019,201912,Exports,United Kingdom,Austria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,420
2019,201912,Exports,United Kingdom,Brunei Darussalam,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1505
2019,201912,Exports,United Kingdom,Slovenia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,45
2019,201912,Exports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3536
2019,201912,Exports,United Kingdom,Philippines,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,7163
2019,201912,Exports,United Kingdom,Spain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,64270
2019,201912,Exports,United Kingdom,Denmark,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,3602
2019,201912,Exports,United Kingdom,United Arab Emirates,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,69104
2019,201912,Exports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5108
2019,201912,Exports,United Kingdom,"China, Hong Kong SAR",Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,279639
2019,201912,Exports,United Kingdom,Oman,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,4861
2019,201912,Exports,United Kingdom,Rep. of Korea,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,50149
2019,201912,Exports,United Kingdom,Italy,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,578
2019,201912,Exports,United Kingdom,Falkland Isds (Malvinas),Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,12369
2019,201912,Exports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1150
2019,201912,Exports,United Kingdom,South Africa,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,9927
2019,201912,Exports,United Kingdom,Lithuania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1010
2019,201912,Exports,United Kingdom,Bahrain,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2142
2019,201912,Exports,United Kingdom,Greece,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2042
2019,201912,Exports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,936222
2019,201907,Exports,United Kingdom,Malta,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2021
2019,201903,Exports,United Kingdom,United Arab Emirates,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,31312
2019,201904,Exports,United Kingdom,Slovenia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,7
2019,201904,Exports,United Kingdom,Viet Nam,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,61174
2019,201904,Exports,United Kingdom,Netherlands,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1739635
2019,201904,Exports,United Kingdom,Cyprus,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,441
2019,201904,Exports,United Kingdom,"China, Hong Kong SAR",Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,810387
2019,201904,Exports,United Kingdom,Saudi Arabia,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,13021
2019,201904,Exports,United Kingdom,Poland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,82087
2019,201904,Exports,United Kingdom,China,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,180847
2019,201904,Exports,United Kingdom,Sri Lanka,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,12458
2019,201904,Exports,United Kingdom,United Arab Emirates,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,37287
2019,201904,Exports,United Kingdom,Saint Helena,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1324
2019,201904,Exports,United Kingdom,Rep. of Korea,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,64803
2019,201904,Exports,United Kingdom,New Zealand,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,11811
2019,201904,Exports,United Kingdom,Finland,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,20
2019,201904,Exports,United Kingdom,Austria,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,377
2019,201904,Exports,United Kingdom,Romania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,2282
2019,201904,Exports,United Kingdom,Czech Rep.,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,7631
2019,201904,Exports,United Kingdom,Malta,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,5752
2019,201904,Exports,United Kingdom,Argentina,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,21494
2019,201904,Exports,United Kingdom,Portugal,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,6148
2019,201904,Exports,United Kingdom,Falkland Isds (Malvinas),Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,17716
2019,201904,Exports,United Kingdom,Belgium,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1020311
2019,201904,Exports,United Kingdom,Denmark,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1752
2019,201904,Exports,United Kingdom,Qatar,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,44421
2019,201904,Exports,United Kingdom,Hungary,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,72
2019,201904,Exports,United Kingdom,Lithuania,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,960
2019,201904,Exports,United Kingdom,Bangladesh,Milk and cream; not concentrated nor containing added sugar or other sweetening matter,0401,1102
